,Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,HDD Capacity,Processor Variant,Chipset,Memory Slots,Expandable Memory,RPM,Graphic Processor,OS Architecture,Operating System,System Architecture,Mic In,RJ45,USB Port,HDMI Port,Hardware Interface,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Refresh Rate,Wireless LAN,Bluetooth,Ethernet,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Model Name,Clock Speed,RAM Frequency,Cache,Number of Cores,Multi Card Slot,Sound Chip,Domestic Warranty,Lock Port,Other Accessories,VGA Port,International Warranty,Security Chip,MRP Price,Discount,Discounted_price,Antivirus,Laptop Bag,Optane Memory,Dock Port,RJ11,Read/Write Speed,Stylus Included,Supported Operating System,Wireless WAN,Recovery Options,Face Recognition,NFC Support,EMMC Storage Capacity,Inbuilt 4G LTE,S-video,Firewire Port,Brand
174,"Laptop, Power Adaptor, User Guide, Warranty Documents",X543MA-GQ1020T,90NB0IR6-M19140,,Transparent Silver,Laptop,Processing & Multitasking,,33 W AC Adapter,3 cell,No,,,Intel,Pentium Quad Core,,No,,4 GB,DDR4,1 TB,N5030,,,,5400,Intel Integrated UHD 605,64 bit,Windows 10 Home,64 bit,Yes,,"1 x USB 3.2 (1st Gen) Type A, 2 x USB 2.0 Type A",1 x HDMI Port (v1.4),SATA,No,39.62 cm (15.6 inch),1366 x 768 Pixel,"HD LED Backlit Anti-glare Display (200 nits Brightness, 45% NTSC, 75% Screen-to-body Ratio)",Built-in Speaker,Built-in Microphone,"Audio by ICEpower, Sonic Master",,IEEE 802.11ac (Wi-Fi 5),v4.1,,381 x 251 x 27.2 mm,1.9 kg,Not Available,VGA Webcam (without Privacy Shutter),,Chiclet Keyboard,,Touchpad,Splendid,"33 WHr Li-ion Battery, BIOS Booting User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,1.1 GHz with Turbo Boost Upto 3.1 GHz,,4 MB,4,Micro SD Card Reader,,1 Year,,,,,TPM,"1,79,990",23%,"1,37,990",,,,,,,,,,,,,,,,,acer
175,"Laptop, Power Adaptor, User Guide, Warranty Documents",GF63 Thin 9SCSR -1040IN,9S7-16R412-1040,GF63 Thin,Black,Gaming Laptop,"Processing & Multitasking, Gaming",,120 W AC Adapter,3 cell,No,GDDR6,4 GB,Intel,Core i5,9th Gen,Yes,512 GB,8 GB,DDR4,,9300H,Intel HM370,,,,NVIDIA GeForce GTX 1650 Ti with Max-Q,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB 3.2 Type C (1st Gen), 3 x USB 3.2 Type A (1st Gen)",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60 Hz Refresh Rate, 45% NTSC Color Gamut)",Built-in Dual Speakers,Built-in Microphone,2 x 2 W Speakers,,Intel Wireless-AC 9560 (2x2 ac),v5.0,Yes,359 x 254 x 21.7 mm,1.86 kg,Not Available,HD Webcam (720p at 30 fps),,Single Backlight Keyboard (Red),Yes,Touchpad,"Cooler Boost 5, Audio Boost, Dragon Center, Nahimic 3",51 WHr Li-ion Battery,2 Years Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",,2.4 GHz with Turbo Boost Upto 4.1 GHz,2666 MHz,8 MB,4,,Realtek ALC 233,2 Year,,,,,,"1,45,990",28%,"1,04,990",,,,,,,,,,,,,,,,,MSI
176,"Laptop, Power Adaptor, User Guide, Warranty Documents",E14,20RAS0SE00,ThinkPad E14,Black,Thin and Light Laptop,Processing & Multitasking,Upto 12.8 hours,45 W AC Adapter,3 cell,No,,,Intel,Core i3,10th Gen,Yes,256 GB,4 GB,DDR4,,10110U,,,,,Intel Integrated UHD,,DOS,,Yes,Yes,"1 x USB 2.0, 2 x USB 3.1 ((1st Gen)(One Always On), 1 x USB 3.1 Type C ((1st Gen) (with the Function of Power Delivery and DisplayPort))",1 x HDMI Port (v2.0),,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare Display,Built-in Speakers,Built-in Microphones,,,Intel AX201 (2x2),v5.0,100/1000 Mbps,325 x 232 x 18.9 mm,1.69 kg,Not Available,HD Webcam (with Think Shutter Camera Cover),Yes,English International Keyboard,,Touchpad,,Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.1 GHz with Turbo Boost Upto 4.1 GHz,,4 MB,2,,,1 Year,Kensington Lock Slot,,,,TPM 2.0,"57,600",11%,"50,990",,,,,,,,,,,,,,,,,HP
177,"Laptop, Power Adaptor, User Guide, Warranty Documents",15ITL6,82H800RDIN,IdeaPad,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Upto 7.5 hours,65 W Adapter,,Yes,,,Intel,Core i5,11th Gen,Yes,256 GB,8 GB,DDR4,,1135G7,Intel SoC Platform,1 Slot,,,Intel Integrated Iris Xe,64 bit,Windows 10 Home,64 bit,Yes,No,"1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only), 1 x USB 2.0",1 x HDMI Port (v1.4b),PCIe NVMe M.2,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare Display (250 nits Brightness)",Built-in Dual Stereo Speakers,Built-in Dual Array Microphones,2 x 1.5 W Stereo Speakers with Dolby Audio,,11ac (2x2),v5.0,,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,720p Webcam With�Privacy�Shutter,No,Standard English Backlit Keyboard,Yes,Touchpad,Microsoft Office Home and Student 2019,"45 Wh Battery, ErP Lot 3, RoHS compliant",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.4 GHz with Turbo Boost Upto 4.2 Ghz,3200 MHz,8 MB,4,4 in 1 Card Reader,"High Definition (HD) Audio, Realtek ALC3287 Codec",1 Year,,,,,Firmware TPM 2.0,"56,144",10%,"49,990",,,,,,,,,,,,,,,,,ASUS
178,"Laptop, Power Adaptor, User Guide, Warranty Documents",G5 5505,D560243HIN9S,G5 15 SE,Silver,Gaming Laptop,"Processing & Multitasking, Gaming",Upto 10 hours,,3 cell,No,GDDR6,6 GB,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,,4600H,,2 Slots,Upto 32 GB,,AMD Radeon RX 5600M,64 bit,Windows 10 Home,64 bit,Yes,Yes,"2 x USB 2.0, 1 x USB 3.2 (1st Gen), 1 x USB Type C",1 x HDMI Port (v2.0),SATA,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare IPS Display,Built-in Speakers,Built-in Microphone,Waves Maxx Audio,120 Hz,Killer Wi-Fi 6 (AX1650),v5.0,,234 x 356 x 18 mm,2.5 kg,Not Available,HD Webcam,No,English International Backlit Keyboard,Yes,Touchpad,,Li-ion Battery,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Onsite,Manufacturing Defects,Physical Damage,,3 GHz with Turbo Boost Upto 4 GHz,3200 MHz,11 MB,6,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,Kensington Lock Slot,,,,,"45,990",17%,"37,990",,,,,,,,,,,,,,,,,ASUS
179,"Laptop, Battery, Power Adapter, User Guide",GP65 Leopard 10SEK-830IN,9S7-16U711-830,GP65 Leopard,Black,Gaming Laptop,"Gaming, Processing & Multitasking",,230 W AC Adapter,6 cell,No,GDDR6,6 GB,Intel,Core i7,10th Gen,Yes,256 GB,16 GB,DDR4,1 TB,10750H,,,,,NVIDIA GeForce RTX 2060,64 bit,Windows 10 Home,64,Yes,Yes,"1 x Type-C USB 3.2 (Gen 2), 3 x Type-A USB 3.2 (Gen1)",1 x HDMI (4K at 30Hz),PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Thin Bezel Display (45% NTSC Color Gamut, 144Hz Refresh Rate)",Built-in Dual Speakers,Built-in Microphones,2 x 3 W Speakers,144 Hz,Intel Wi-Fi 6 AX201 (2x2 ax),v5.1,,357.7 x 248 x 27.5,2.33 kg,Not Available,HD Type Webcam (720p at 30fps),,Per Key RGB Steelseries Keyboard,Yes,,"SHIFT, SteelSeries Engine 3, Matrix Display (Extend), Dragon Center, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, Giant Speaker",51 WHr Battery,2 Year Warranty Term for Gaming,Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",GP65 Leopard 10SEK-830IN,2.6 GHz with Turbo Boost Upto 5 GHz,,,,1 x SD (XC/HC) Card Reader,Realtek ALC 233,,,,,,,"52,990",22%,"40,990",,,,,,,,,,,,,,,,,MSI
180,"Laptop, Power Adaptor, User Guide, Warranty Documents",15ADA05,81W10052IN,Ideapad 3,Platinum Grey,Laptop,Processing & Multitasking,Upto 9.6 hours,65 W AC Adapter,2 cell,Yes,,,AMD,Ryzen 3 Dual Core,,No,,4 GB,DDR4,1 TB,3250U,,,Upto 12 GB,5400,AMD Radeon,64 bit,Windows 10 Home,64 bit,Yes,,"1 x USB 2.0, 2 x USB 3.2 (1st Gen)",1 x HDMI Port (v1.4b),SATA,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare TN Display (220 nits Brightness, 16:9 Aspect Ratio)",Built-in Dual Speakers,Integrated Dual Array Microphone,2 x 1.5 W Stereo Speakers with Dolby Audio,,WIFI 2x2 AC,v5.0,,362.2 x 253.4 x 19.9 mm,1.85 kg,Not Available,"0.3 Megapixel Webcam (with Privacy Shutter, Fixed Focus)",,Non Backlit English Keyboard,,Multi-touch Touchpad,Microsoft Office Home and Student 2019,35 WHr Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.6 GHz with Turbo Boost Upto 3.5 GHz,2400 MHz,5 MB,2,"4-in-1 Media Reader (MMC, SD, SDHC, SDXC)",,1 Year,,,,,TPM 2.0,"76,990",28%,"54,990",,,,,,,,,,,,,,,,,HP
181,"MacBook Pro, 61 W USB Type C Power Adapter, USB Type C Charge Cable (2 m), User Guide, Warranty Documents",MWP42HN/A,MWP42HN/A,MacBook Pro with Touch Bar,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 10 hours,61 W AC Adapter,,No,,,Intel,Core i5,10th Gen,Yes,512 GB,16 GB,LPDDR4X,,,,,Upto 32 GB,,Intel Integrated Iris Plus,,Mac OS Catalina,,Yes,,"4 x Thunderbolt 3 (USB Type C) Ports with Support for Charging, DisplayPort, Thunderbolt (Upto 40 Gbps), USB 3.1 2nd Gen (Upto 10 Gbps)",,,No,33.02 cm (13 inch),2560 x 1600 Pixel,"Full HD+ LED Backlit IPS Retina Display (227 PPI, 500 nits Brightness, Wide Color (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,"Stereo Speakers with High Dynamic Range, Wide Stereo Sound, Support for Dolby Atmos Playback",,IEEE 802.11a/b/g/n/ac,v5.0,,304.1 x 212.4 x 15.6 mm,1.4 kg,Not Available,720p FaceTime HD Webcam,,"Backlit Magic Keyboard (Touch Bar, Touch ID Sensor, Ambient Light Sensor)",Yes,"Force Touch Trackpad (for Precise Cursor Control and Pressure Sensing Capabilities, Enables Force Clicks, Accelerators, Pressure Sensitive Drawing, and Multi Touch Gestures)","Built-in Apps: Photos, iMovie, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Music, Podcasts, TV, Books, App Store, Time Machine, Find My, QuickTime Player","Lithium Polymer Battery, Accessibility Features Include: Voice Control, VoiceOver, Zoom, Increase Contrast, Reduce Motion, Siri and Dictation, Switch Control, Closed Captions, Text to Speech",1 Year Limited Hardware Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.0 GHz with Turbo Boost Upto 3.8 GHz,3733 MHz,6 MB,4,,,1 Year,,,,,Apple T2 Security Chip,"63,790",29%,"44,990",,,,,,,,,,,,,,,,,ASUS
182,"Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad 3 14ITL6,82H700KAIN,IdeaPad,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Upto 7.5 Hours,65W Adapter,,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,,1115G4,Intel SoC Platform,1 Slot,8,,Intel Integrated UHD,64 bit,Windows 10 Home,64,Yes,No,"1 x USB 3.2 (Gen 1), 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only), 1 x USB 2.0",1 x HDMI Port (v1.4b),PCIe NVMe M.2,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare IPS Display (300 nits Brightness, 45% NTSC Color Gamut)",In-Built Dual Stereo Speakers,In-Built Dual Array Microphones,2 x 1.5 W Stereo Speakers with Dolby Audio,,11 ac (2x2),v5.0,,324.2 x 215.7 x 19.9,1.41 KG,Not Available,720p HD Webcam with Privacy Shutter,Yes,Standard Backlit English Keyboard,Yes,Touchpad,Microsoft Office Home and Student 2019,"Integrated 45 Wh Battery, ErP Lot 3, RoHS Compliant",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,3.0 GHz with Turbo Boost upto 4.1 GHz,3200 MHz,6,2,4-in-1 Card Reader,"High Definition (HD) Audio, Realtek ALC3287 codec",1 Year,,,No,,Firmware TPM 2.0,"40,870",4% ,"38,990",,,,,,,,,,,,,,,,,APPLE
183,"Laptop, Power Adaptor, User Guide, Warranty Documents",GL65 Leopard 10SEK-465IN,9S7-16U722-465,GL65 Leopard,Black,Gaming Laptop,"Processing & Multitasking, Gaming",,230 W AC Adapter,6 cell,No,GDDR6,6 GB,Intel,Core i7,10th Gen,Yes,256 GB,16 GB,DDR4,1 TB,10750H,,,,,NVIDIA GeForce RTX 2060,64 bit,Windows 10 Home,64 bit,Yes,Yes,"3 x USB 3.2 Type A (1st Gen), 1 x USB 3.2 Type C (2nd Gen)",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare IPS Thin Bezel Display (144 Hz Refresh Rate),Built-in Dual Speakers,Built-in Microphone,"2 x 2 W Speakers, Hi-Res Audio",,Intel Wi-Fi 6 AX201 (2x2 ax),v5.1,Yes,357 x 248 x 27.5 mm,2.3 kg,Not Available,HD Webcam (720p at 30 fps),,Per Key RGB Steelseries Keypad,Yes,Touchpad,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",51 WHr Li-ion Battery,2 Year Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",GL65 Leopard 10SEK-465IN,2.6 GHz with Turbo Boost Upto 5.0 GHz,2666 MHz,12 MB,6,SD Card Reader,Realtek ALC 233,2 Year,,,,,,"50,990",No-discount,"50,990",,,,,,,,,,,,,,,,,HP
184,"MacBook Pro, 61 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",MYDC2HN/A,MYDC2HN/A,MacBook Pro,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 17 hours,61 W AC Adapter,,No,,,Apple,M1,,Yes,512 GB,8 GB,DDR4,,Apple M1 Chip,,,Upto 16 GB,,NA,,Mac OS Big Sur,,Yes,,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Studio Quality Three-mic Array with Directional Beamforming,"Stereo Speakers with High Dynamic Range, Wide Stereo Sound, Support for Dolby Atmos Playback",,IEEE 802.11ax (Wi-Fi 6),v5.0,,304.1 x 212.4 x 15.6 mm,1.4 kg,Not Available,720p FaceTime HD Webcam,,Backlit Magic Keyboard,,Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",58.2 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,,,,,8,,,1 Year,,,,,,"92,900",No-discount,"92,900",,,,,,,,,,,,,,,,,Lenovo
185,"Laptop, Power Adaptor, User Guide, Warranty Documents",KM413UA-EB502TS,90NB0TMF-M00900,,Indie Black,Thin and Light Laptop,Processing & Multitasking,,65 W AC Adapter,3 cell,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,,5500U,,,,,AMD Radeon,64 bit,Windows 10 Home,64,Yes,,"2 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",1x HDMI (v1.4),PCIe NVMe,No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD LED Backlit Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 85% Screen to Body Ratio)",Built-in Speakers,Built-in Array Microphone,Harman / Kardon Speakers,,Wi-Fi 6 (802.11ax) Dual Band (2x2),v5.0,,324 x 213 x 17.3 mm,1.40 kg,Not Available,720p HD Webcam (Without Privacy Shutter),Yes,Backlit Chiclet Keyboard,Yes,Touchpad,"MyASUS, Office Home and Student 2019, Link to MyASUS, Splendid, Tru2Life","42 Whr Battery, BIOS Setup User Password",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.1 GHz with Turbo Boost Upto 4.0 GHz,,8,6,1 x Micro SD Card Reader,,,,,,,,"46,805",9% ,"42,490",,,,,,,,,,,,,,,,,ASUS
186,"Laptop, Power Adaptor, User Guide, Warranty Documents",E15,20TDS0GA00,ThinkPad,Black,Thin and Light Laptop,Processing & Multitasking,Upto 10.8 Hours,65W USB-C AC Adapter,3 Cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,,1135G7,,NA,,,Intel Integrated Iris Xe,64 bit,Windows 10 Home,64,Yes,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1 (Always On), 1 x Thunderbolt 4/USB4 40Gbps (Support Data Transfer, Power Delivery 3.0 and DisplayPort 1.4)",1 x HDMI Port (v1.4b),,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare Display",Built-In Speakers,Built-In Dual Array Microphone,In-Built Harman Branded Speakers with Dolby Audio,,"Intel Wireless-AC 9560 (802.11ac, 2x2)",v5.1,,365 x 240 x 18.9,1.7 KG,Not Available,720p HD Webcam with ThinkShutter,Yes,Full-Sized Precision Backlit Keyboard with Number-Pad and Trackpoint,Yes,Touchpad,Microsoft Office Home and Student 2019,"Rapid-Charge Technology, Narrow Bezel Display",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,ThinkPad E15,2.4 GHz with Turbo Boost Upto 4.2 GHz,,8,4,,NA,1 Year,NA,,No,,TPM 2.0,"67,990",26%,"49,990",NA,No,,,,,No,,,,No,,,,,,HP
187,"Laptop, Battery, Power Adaptor, User Guide",Modern 14 B10MW-423IN,9S7-14D114-423,Modern 14,Carbon Grey,Laptop,Processing & Multitasking,,65 W AC Adapter,3 cell,No,,,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,,10210U,,,,,Intel Integrated UHD,64 bit,Windows 10 Home,64 bit,Yes,,"1 x USB 3.2 Type C (2nd Gen), 2 x USB 2.0 Type A",1 x HDMI Port (4K at 30 Hz),NVMe PCIe,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display (60 Hz Refresh Rate),Built-in Dual Speakers,Built-in Microphones,2 x 2 W Stereo Speakers with Hi-Res Audio,,Intel Wireless-AC 9560 (2x2 a/c),v5.0,,319 x 220 x 16.9 mm,1.3 kg,Not Available,720P HD Webcam (720p at 30 fps),No,Single Backlight White Keyboard,Yes,Touchpad,"Cooler Boost, Nahimic 3, Creator Center","52 WHr Li-ion Battery, Military Grade Durability",1 Year Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",,1.6 GHz with Turbo Boost Upto 4.2 GHz,2666 MHz,6 MB,4,Micro SD Card Reader,Realtek ALC 233,1 Year,,,,,,"72,990",21%,"56,990",,,,,,,,,,,,,,,,,ASUS
188,"MacBook Pro, 96 W USB Type C Power Adapter, USB Type C Charge Cable (2 m), User Guide, Warranty Documents",MVVL2HN/A,MVVL2HN/A,MacBook Pro,Silver,Laptop,Processing & Multitasking,Upto 11 hours,96 W AC Adapter,,No,GDDR6,4 GB,Intel,Core i7,9th Gen,Yes,512 GB,16 GB,DDR4,,NA,,,,,AMD Radeon Pro 5300M,,Mac OS Catalina,,Yes,,"4 x Thunderbolt 3 (USB Type C) Ports (With Support for Charging, DisplayPort, Thunderbolt (Upto 40 Gbps), USB 3.1 (2nd Gen) (Upto 10 Gbps))",,,No,40.64 cm (16 inch),3072 x 1920 Pixel,"Quad HD LED Backlit IPS Retina Display (500 nits Brightness, Wide Color (P3), True Tone Technology)",Built-in Speakers,Built-in Three Array Microphone,"High‑fidelity Six‑speaker System with Force‑cancelling Woofers, Wide Stereo Sound, Support for Dolby Atmos Playback, Studio‑quality Three-mic Array with High Signal-to-noise Ratio and Directional Beamforming",,IEEE 802.11a/b/g/n/ac,v5.0,,357.9 x 245.9 x 16.2 mm,2 kg,Not Available,720p FaceTime HD Webcam,,Full-size Backlit Magic Keyboard with Touch Bar,,Force Touch Trackpad,"Built-in Apps: iMovie, Photos, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Music, Podcasts, TV, Books, App Store, Time Machine, Find My, QuickTime Player","100 WHr Lithium Polymer Battery, Accessibility Features: Voice Control, VoiceOver, Zoom, Reduce Motion, Siri and Dictation, Increase Contrast, Switch Control, Closed Captions, Text to Speech",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.6 GHz with Turbo Boost Upto 4.5 GHz,2666 MHz,12 MB,6,,,1 Year,,,,,,"59,990",5% ,"56,990",,,,,,,,,,,,,,,,,MSI
189,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-du3060TX,360L6PA#ACJ,15s,Jet Black,Thin and Light Laptop,Processing & Multitasking,Upto 12 hours,,3 cell,Yes,GDDR5,2 GB,Intel,Core i5,11th Gen,No,,8 GB,DDR4,1 TB,1135G7,,,Upto 16 GB,5400,NVIDIA GeForce MX350,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),SATA,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Built in Alexa Support,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,Integrated 10/100/1000 Gigabit Ethernet LAN,358 x 242 x 19.9 mm,1.77 kg,Not Available,HP True Vision 720p HD Webcam,No,Full-size Jet Black Keyboard with Numeric Keypad,No,Touchpad with Multi-touch Gesture Support,"Microsoft Office Home and Student 2019, HP Documentation, HP BIOS Recovery, HP Smart, Dropbox, HP Support Assistant","41 WHr Li-ion Battery, MU-MIMO Supported, Miracast Compatible",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,4.20 GHz Max Turbo Frequency,2666 MHz,8 MB,4,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,,,,,,"79,990",27%,"57,990",,,,,,,,,,,,,,,,,Mi
190,"Laptop, Power Adaptor, User Guide, Warranty Documents, Laptop Sleeve, Stylus, USB-A to RJ45 gigabit ethernet adapter, USB-C to audio jack adapter",UX363EA-HP502TS,90NB0RZ1-M09020,ZenBook Flip 13,Pine Grey,Thin and Light Laptop,Processing & Multitasking,,65W AC Adapter,4,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,,1135G7,,,,,Intel Integrated Iris Xe,64 bit,Windows 10 Home,64,Yes,,"1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 (supports display / power delivery)",1 x HDMI Port (v1.4),PCIe NVMe M.2,Yes,33.78 cm (13.3 inch),1920 x 1080 Pixel,"Full HD OLED Glossy Display (400 nits Brightness, DCI-P3 100% Color Gamut, 16:9 Aspect Ratio)",Built in Speakers,Built-in array microphone (Harman Branded),"Inbuilt Speakers with Smart Amp Technology, Cortona and Alexa Voice Recognition Support",,Wi-Fi 6(802.11ax),v5.0,,305 x 211 x 13.9,1.30 KG,Not Available,HD IR Webcam,No,Backlit Chiclet English Keyboard with Support NumberPad,Yes,Touchpad,"Microsoft Office Home and Student 2019, My Asus, Battery Health Charging, Fan mode, Splendid, Tru2Life (Intel Platform models), McAfee","67 WHrs Li-ion Battery, Military Grade Durability, Trusted Platform Module (Firmware TPM)",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.4 GHz with Max Turbo Boost upto 4.2 GHz,,8,4,,,1 Year,,,,,,"1,06,290",27%,"76,990",,,,,,,,,,,,,,,,,HP
191,"Laptop, Power Adaptor, User Guide, Warranty Documents",14s-fr0016AU,300T0PA#ACJ,14s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,3,Yes,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,,4300U,,,,,AMD Radeon,64 bit,Windows 10 Home,64,Yes,No,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),PCIe NVMe M.2,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit, IPS Micro-Edge BrightView (250 nits Brightness, 157 PPI, 45% NTSC Color Gamut)",Built in Dual Speakers,Integrated Dual Array Digital Microphone,,,Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) Wi-Fi,v4.2,,324 x 225 x 17.9,1.46 KG,Not Available,HP True Vision 720p HD Webcam,,"Full-Size, Natural Silver English Keyboard",No,HP Imagepad with Multi-Touch Gesture Support,"Microsoft Office 2019 and Office 365, HP Smart, HP Documentation, HP SSRM",41 WHr Li-ion 3 Cell Battery with HP Support Assistant,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.7 GHz with Max Turbo Boost upto 3.7 GHz,2666 MHz,4,4,3-in-1 Card Reader (SD/SDHC/SDxC),,1 Year,,,,,,"44,442",11%,"39,490",,,,,,,,,,,,,,,,,MSI
